CreateMeshBuilder;;;;;;;;;;;;;;;;;
AddVertex,1.35,1.29,-13.3;;;;;;;;;;;;;;;;;
AddVertex,0.575,1.29,-13.3;;;;;;;;;;;;;;;;;
AddVertex,0.575,0.925,-13.3;;;;;;;;;;;;;;;;;
AddVertex,1.35,0.925,-13.3;;;;;;;;;;;;;;;;;
AddFace2,3,2,1,0;;;;;;;;;;;;;;;;;
LoadTexture,piatto.png;;;;;;;;;;;;;;;;;
SetTextureCoordinates,0,0,0;;;;;;;;;;;;;;;;;
SetTextureCoordinates,1,1,0;;;;;;;;;;;;;;;;;
SetTextureCoordinates,2,1,1;;;;;;;;;;;;;;;;;
SetTextureCoordinates,3,0,1;;;;;;;;;;;;;;;;;
SetDecalTransparentColor,0,0,0;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
CreateMeshBuilder;;;;;;;;;;;;;;;;;fanali
Cylinder,18,0.13,0.13,0.05;;;;;;;;;;;;;;;;;
rotate,1,0,0,90;;;;;;;;;;;;;;;;;
Translate,0.86,1.65,13.2;;;;;;;;;;;;;;;;;
SetColor,190,184,174;;;;;;;;;;;;;;;;;
CreateMeshBuilder;;;;;;;;;;;;;;;;;
Cylinder,18,0.13,0.13,0.05;;;;;;;;;;;;;;;;;
rotate,1,0,0,90;;;;;;;;;;;;;;;;;
Translate,-0.86,1.65,13.2;;;;;;;;;;;;;;;;;
SetColor,190,184,174;;;;;;;;;;;;;;;;;
CreateMeshBuilder;;;;;;;;;;;;;;;;;
AddVertex,-0.97,1.54,13.23;;;;;;;;;;;;;;;;;
AddVertex,-0.97,1.76,13.23;;;;;;;;;;;;;;;;;
AddVertex,-0.75,1.76,13.23;;;;;;;;;;;;;;;;;
AddVertex,-0.75,1.54,13.23;;;;;;;;;;;;;;;;;
AddFace,3,2,1,0;;;;;;;;;;;;;;;;;
LoadTexture,luceb.png;;;;;;;;;;;;;;;;;
SetTextureCoordinates,0,0,0;;;;;;;;;;;;;;;;;
SetTextureCoordinates,1,1,0;;;;;;;;;;;;;;;;;
SetTextureCoordinates,2,1,1;;;;;;;;;;;;;;;;;
SetTextureCoordinates,3,0,1;;;;;;;;;;;;;;;;;
SetDecalTransparentColor,0,0,0;;;;;;;;;;;;;;;;;
CreateMeshBuilder;;;;;;;;;;;;;;;;;
AddVertex,0.97,1.54,13.23;;;;;;;;;;;;;;;;;
AddVertex,0.97,1.76,13.23;;;;;;;;;;;;;;;;;
AddVertex,0.75,1.76,13.23;;;;;;;;;;;;;;;;;
AddVertex,0.75,1.54,13.23;;;;;;;;;;;;;;;;;
AddFace,0,1,2,3;;;;;;;;;;;;;;;;;
LoadTexture,luceb.png;;;;;;;;;;;;;;;;;
SetTextureCoordinates,0,0,0;;;;;;;;;;;;;;;;;
SetTextureCoordinates,1,1,0;;;;;;;;;;;;;;;;;
SetTextureCoordinates,2,1,1;;;;;;;;;;;;;;;;;
SetTextureCoordinates,3,0,1;;;;;;;;;;;;;;;;;
SetDecalTransparentColor,0,0,0;;;;;;;;;;;;;;;;;
